Page Name,Post Created,Shares,Message,URL
WAFA- Agence de presse palestinienne,2023-12-20 15:10:21 EST,18,"Jour 75 de la guerre brutale israélienne contre Gaza, le bilan continue de s'alourdir 👇👇 ⁃ Plus de 20 000 Palestiniens ont été tués. ⁃ Plus de 8000 enfants. ⁃ Plus de 6000 femmes. ⁃ Plus de 55 000 blessés. Notre cœur va à Gaza 🇵🇸 #GazaMassacre #CeasefireNOW #FreePestine #StopTheGenocide",https://www.facebook.com/100063488323012/posts/866812142111722
WAFA- Agence de presse palestinienne,2023-12-16 07:13:17 EST,22,La destruction de l'hôpital Kamal Adwan dans le nord de Gaza après avoir été bombardé par les forces d'occupation israéliennes. #FullCeasefire #GazaGenocide #FullCeasefireNow #Gaza_is_under_bombardment #gazaunderattacks #SaveGazaChildren #Gaza #globalstrike #gazagénocide,https://www.facebook.com/100063488323012/posts/863702099089393
WAFA- Agence de presse palestinienne,2023-12-13 08:08:01 EST,17,Les tentes des personnes déplacées de l'hôpital Al-Aqsa à #Gaza ont été inondées. #GazaGenocide #gazagénocide #Gaza_Genocide #palestinien #gaza_under_attack_now #Jénine,https://www.facebook.com/100063488323012/posts/861504545975815
WAFA- Agence de presse palestinienne,2023-12-09 07:15:02 EST,16,"Le marché du camp de #Jabaliya, au nord de #Gaza, est rempli de tombes de martyrs de #l'agression israélienne. #sauvezlesprisonnierspalestiniens #libertépourtouslescaptifs #gazagéniocide #FullCeasefireNow #GazaGenocide #gazagénocide",https://www.facebook.com/100063488323012/posts/858987739560829
WAFA- Agence de presse palestinienne,2023-11-22 05:56:40 EST,14,"Plus d'une centaine de Palestiniens inconnus ont été enterrés dans une fosse commune ce matin à Khan Yunis après avoir été amenés de l'hôpital Al Shifa à #Gaza, qui est maintenant sous occupation militaire israélienne directe. #GazaGenocide #ceasefireInGazaNOW #Gaza_Genocide #Gaza_is_under_bombardment #FreePalestineGaza #FreePalestineGaza #palestinien #IsraeliCrimes #Gaza #GazaPalestine",https://www.facebook.com/100063488323012/posts/847752310684372
WAFA- Agence de presse palestinienne,2023-11-11 05:42:26 EST,18,Une mère endeuillée ce matin à #Gaza. #GazaGenocide #Gaza_is_under_bombardment #explorepage #Gaza_Under_Attack #gaza_under_attack_now #Gaza,https://www.facebook.com/100063488323012/posts/840454911414112
WAFA- Agence de presse palestinienne,2023-10-31 15:05:55 EDT,13,"C'est la zone résidentielle, que #Israël a complètement anéanti en utilisant 6 tonnes d'explosifs américains hautement destructeurs. #Jabaliacampmassacre #GazaGenocide #gaza_under_attack_now #Israël #Gaza #GazaUnderAttack #PalestinianGenocide",https://www.facebook.com/100063488323012/posts/833823385410598
WAFA News Agency - English,2023-10-16 09:45:35 EDT,10,PHOTOS: #Palestinians go on a march in #Ramallah protesting the #Israeli aggression on #Gaza. Credit: Mustafa Abu Dayyieh/WAFA News Agency #Gazagenocide #GazaUnderaAttack #Gaza_under_attack #غزة #غزة_تُباد #غزه_تحت_القصف_,https://www.facebook.com/100063135914502/posts/651119127002612
DOP,2023-10-21 18:12:12 EDT,3,Thousands march through Dublin in support of Palestine amid genocide happening in Gaza.,https://www.facebook.com/100063211241730/posts/661517729298596
Palestine Defense Forces,2024-05-13 12:09:13 EDT,2,"The government of Maldives has announced its formal participation in the lawsuit filed by South Africa against Israel at the International Court of Justice (ICJ), accusing Israel of violating its obligations under the Genocide Convention in the Gaza Strip. In a statement released by the president's office, the government of Maldives cited the ""genocidal acts perpetrated by Israeli occupying forces under the guise of security concerns that have resulted in mass displacement, acute starvation, and blockage of humanitarian aid"" as the reason for its decision. The government also emphasized that Israel's demands for the immediate evacuation of thousands of Palestinian civilians seeking refuge in eastern Rafah ""are a testament to its failure to adhere to the provisional measures ordered by the ICJ"".",https://www.facebook.com/100044272702094/posts/984300243055723
Women For Palestine,2024-02-27 13:11:57 EST,1,"Thousands of Artists Want Israel Excluded From Venice Biennale. Over 8,700 artists and cultural workers, represented by the Art Not Genocide Alliance (ANGA), are urging Israel's exclusion from the world's largest art event due to its brutal Israeli bombardment on Gaza.",https://www.facebook.com/100063723573456/posts/919357233531721
Women For Palestine,2024-01-23 09:11:16 EST,4,"“I’m sorry your Amazon packages are delayed, but you know, there’s a genocide…” British journalist Myriam Francois speaks about the Houthis' attacks on Israeli ships in the Red Sea, demanding a ceasefire in Gaza.",https://www.facebook.com/100063723573456/posts/893366502797461
Days of Palestine,2024-06-29 03:24:39 EDT,9,"Spain has filed lawsuit with the International Court of Justice to join South Africa in its lawsuit against Israel over alleged genocide in the Gaza Strip, the ICJ said.",https://www.facebook.com/100068868124537/posts/778014614504136
Rassegna internazionale della Palestina,2024-07-04 16:00:03 EDT,12,"Le forze di occupazione israeliane demoliscono diverse case dei palestinesi locali nel villaggio di Bayrin, a est di Hebron occupata. #GazaGenocide #Gaza_is_under_bombardment #gaza_under_attack_now #PalestineWillBeFree #BDS #BoicotIsrael #palestine #Gaza #palestina #GazaUnderAttack",https://www.facebook.com/100084470062180/posts/449011354591196
Rassegna internazionale della Palestina,2024-06-10 15:57:53 EDT,9,Tutti i rapporti internazionali indicano che Gaza è sull'orlo di una terribile carestia. #GazaGenocide #viralpostfb #FreePalestine #savepalestine #SaveTheChildren #virals #Blinken #gazachildrenunderattack,https://www.facebook.com/100084470062180/posts/433851322773866
Rassegna internazionale della Palestina,2023-11-12 02:00:31 EST,13,Non si tratta dalla seconda guerra mondiale. È Gaza in questo momento.. #ShareThisPost #LikeFollowShare #trendingnow #GazaWarCrimes #gaza_under_attack_now #Gaza #GazaGenocide #november2023 #share #shareforshare #GazaUnderAttack #palestinian #GazaWar #Gaza_is_under_bombardment,https://www.facebook.com/100084470062180/posts/310077908484542
Rassegna internazionale della Palestina,2023-11-09 11:00:31 EST,10,"Nemmeno gli animali di Gaza sono riusciti a sfuggire alle barbare incursioni delle forze di occupazione, che distruggono tutti gli esseri viventi! #SharePost #trendingnow #humanrights #share #November #FreePalestine #november2023 #november #gaza_under_attack_now #Gaza #ShareThisPost #GazaWar #GazaGenocide #LikeFollowShare #trendingreels2023",https://www.facebook.com/100084470062180/posts/308927968599536
PBI Story,2024-05-18 01:00:54 EDT,12,"With the Gaza solidarity encampments spreading throughout the UK, Cardiff University students are on their third day after setting up camp to demand their university disclose and divest from all companies complicit in the occupation and genocide of Palestine. #Palestinians #StopArmingIsrael #genocide #Gaza #Palestine",https://www.facebook.com/100075796227281/posts/457020060167864
PBI Story,2024-02-11 05:00:59 EST,12,Displaced children in Gaza endure the severe cold weather to bring water to their families in light of the water scarcity in Gaza. #humanrights #palestinians #muslim #shares #Palestina #ShareThis #Gaza #GazaGenocide #Hospital #arab #explore #GazaWar #2024,https://www.facebook.com/100075796227281/posts/401525149050689
WAFA- Agence de presse palestinienne,2024-02-27 05:23:18 EST,12,"Fadi Thabet de la bande de #Gaza a écrit : 'Je n'imaginais pas que notre retour chez nous est devenu comme un rêve. Nous sommes à l'étranger, dans notre patrie'. #Cease_fire_In_Gaza_Now #GazaGenocide #gazagénocide #Gaza #Israël",https://www.facebook.com/100063488323012/posts/914173780708891
WAFA- Agence de presse palestinienne,2023-12-30 09:23:50 EST,11,Gaza - Funérailles et adieux au corps du journaliste Jaber Abu-Hadros avec des dizaines de martyrs à Deir al-Balah dans le centre de la bande de #Gaza. #GazaGenocide #gazagénocide #gaza_génocide #Bombardements #CeaseFireNow #Palestine #BoycottIsrael #PalestineLibre,https://www.facebook.com/100063488323012/posts/873478141445122
WAFA- Agence de presse palestinienne,2023-12-26 08:57:42 EST,20,"Des véhicules à traction animale transportent les martyrs et les blessés des bombardements israéliens à l'hôpital Nasser de Khan Yunis, au sud de la bande de #Gaza. #GazaGenocide #gazagénocide #gaza_génocide #CeaseFireNow #Palestine #BoycottIsrael",https://www.facebook.com/100063488323012/posts/870784138381189
WAFA- Agence de presse palestinienne,2023-12-18 11:01:41 EST,19,"Le député européen d'Izquierda Unida (IU) et président de la délégation pour les relations avec la Palestine du Parlement européen, Manu Pineda 👇👇 Laisser la population de #Gaza sans électricité, sans eau et sans carburant, que le régime israélien bloquait déjà depuis 2007, est une punition collective comparable à celle que les nazis ont infligée dans le ghetto de Varsovie. Plus de 18 000 personnes assassinées, dont plus de 70 % de femmes et d'enfants. Et tout cela sans compter les plus de 7 500 Gazaouis sous les décombres. ❌Nous ne pouvons pas laisser ces crimes impunis. Nous avons l’obligation de traduire Netanyahu et le reste de ses complices devant la Cour pénale internationale. #GazaGenocide #CeaseFireNOW",https://www.facebook.com/100063488323012/posts/865241678935435
WAFA- Agence de presse palestinienne,2023-10-31 13:10:37 EDT,29,"#ALERTE-INFO| Selon le directeur de l'hôpital indonésien, qui a reçu les victimes du massacre du camp de réfugiés de Jabalia, les médecins ont reçu des cas de blessures étranges qu'ils n'avaient jamais vues auparavant. La plupart des blessures sont des amputations. #Gaza_Genocide #IsraeliCrimes #Gaza #PalestinianGenocide #GazaUnderAttack #ApartheidIsrael #GazaGenocide #gaza_under_attack_now",https://www.facebook.com/100063488323012/posts/833772302082373
Palestine Online,2024-01-11 09:23:42 EST,13,"As the #ICJ addresses charges of genocide against the Israeli regime, its warplanes strike the surroundings of Nasser Hospital in Khan Yunis, Gaza.",https://www.facebook.com/100063910471768/posts/812240634249612
Palestine Online,2023-12-27 10:20:37 EST,13,Israeli apartheid president Isaac Herzog inscribed a message on a bomb due to be dropped over Gaza. #GazaGenocide,https://www.facebook.com/100063910471768/posts/803113108495698
WAFA News Agency - English,2024-05-18 11:34:58 EDT,7,"Hundreds of protesters commemorate the Palestinian Nakba in front of Manchester University, urging the administration to divest from Israeli universities and sever ties with BAE Systems, an Israeli arms manufacturer that supplies drones and military equipment to Israel, enabling its genocide in Gaza.",https://www.facebook.com/100063135914502/posts/764888618958995
WAFA News Agency - English,2024-02-03 09:57:29 EST,9,Thousands rally in London in solidarity with the Palestinian people and protest of the ongoing Israeli genocide campaign in Gaza. #GazaGenocide,https://www.facebook.com/100063135914502/posts/707836211330903
WAFA News Agency - English,2023-12-08 02:26:14 EST,19,"Israeli warplanes and artillery attack the city of Khan Yunis, southern Gaza, with a nonstop barrage of strikes. #GazaGenocide",https://www.facebook.com/100063135914502/posts/677073884407136
DOP,2023-10-12 10:25:42 EDT,1,"Watch 》Sahar from Gaza, talking about the current situation and the genocide happening in the Gaza Strip in an interview with the Irish TV ""RTÉ"", refuting Israeli lies.",https://www.facebook.com/100063211241730/posts/656592173124485
Palestine Defense Forces,2024-05-30 13:09:39 EDT,3,"UEFA fined the activists 3,000 euros for flying the Palestinian flag and calling for a halt to the Israeli genocide in Gaza ahead of the Women's Champions League final at the Spanish club Bilbao.",https://www.facebook.com/100044272702094/posts/994583612027386
Rassegna internazionale della Palestina,2023-12-26 08:00:56 EST,6,Gli attacchi aerei israeliani mietono vittime e causano distruzione a Gaza mentre il genocidio entra nel suo 81° giorno. #GazaUnderAttack #gazagenocide #FreePalestine #humanrights #ShareLikeFollow #GazaWar #ShareThis #gazaunderattack #SharePost #gaza #Gaza #shares #GazaCeaseFireNow #trendingnow,https://www.facebook.com/100084470062180/posts/334981099327556
Rassegna internazionale della Palestina,2023-12-15 13:00:43 EST,11,"Aerei da guerra israeliani bombardano una casa nel campo profughi di Jabalia, nel nord di Gaza. #SharePost #LikeFollowShare #trendingnow #GazaGenocide #GazaPalestine #christmastime #likeforshare #GazaUnderAttack #Gaza_is_under_bombardment #life #PalestinianRights #GazaNation #FreePalestine #qatar2022 #ShareThisPost",https://www.facebook.com/100084470062180/posts/328230113335988
Rassegna internazionale della Palestina,2023-12-11 08:00:10 EST,13,Residenti cercano di salvare un ferito bloccato sotto le macerie dopo un attacco aereo su una casa a Gaza. #ShareThisPost #christmastree #GazaGenocide #share #GazaNation #december #SharePost #Gaza_is_under_bombardment #christmastime #GazaPalestine #GazaUnderAttack #life #FreePalestine #gazaunderattack #likeforshare #palestinian #Gaza #trendingnow #Palestinian #explore,https://www.facebook.com/100084470062180/posts/325427286949604
Rassegna internazionale della Palestina,2023-11-12 11:00:20 EST,12,tutte le operazioni chirurgiche nell'ospedale indonesiano sono state interrotte. Il video mostra un recente attacco israeliano all'ospedale indonesiano di Gaza. #gaza_under_attack_now #Gaza_is_under_bombardment #GazaGenocide #gazaunderattack #November #trendingnow #GazaWarCrimes #GazaUnderAttack #november2023 #LikeFollowShare #SharePost #share #palestinian #Gaza,https://www.facebook.com/100084470062180/posts/310448641780802
PBI Story,2024-05-18 11:00:56 EDT,11,"""Let every Arab mother know that her son's fate is in our hands."" An Israeli occupation soldier films the systematic detonation of Palestinian neighborhoods in Gaza, captioning it with a genocidal message. #GazaWar #GazaGenocide #Gazaunderattack #StopArmingIsrael #sharethispost",https://www.facebook.com/100075796227281/posts/457320263471177
PBI Story,2024-04-11 02:00:11 EDT,11,The tears of the old Palestinian men in Gaza on Eid Fitre shall not go awry #genocide #muslim #gazagenocide #Muslim #Gaza,https://www.facebook.com/100075796227281/posts/434963832373487
PBI Story,2024-03-24 06:01:41 EDT,7,A bereaved Palestinian man sits next to the graves of his family members who were killed by Israeli occupation forces in Gaza. #Gaza #ICJRULING #palestine #genocide #GazaWar,https://www.facebook.com/100075796227281/posts/424484850088052
PBI Story,2023-11-12 10:00:35 EST,5,"Gaza match under Israeli bombs Football matches in one of the school shelters of displaced civilians in Khan Younis, southern Gaza city. #ceasefire #Palestina #kids #GazaGenocide #humanrights #November #Palestine #UNRWA #gazaunderattack #Palestinians #share #share #GazaWar #video #explore #SharePost #SaveTheChildren #humanity",https://www.facebook.com/100075796227281/posts/349993300870541
PBI Story,2023-10-27 03:00:03 EDT,10,Demonstration in #Indonesia in solidarity with Gaza Strip #trendingreels #trendingreelsvideo #arab #SharePost #Qatar #Lebanon #Russia #Palestinians #Palestine #Palestina #gaza #GazaGenocide #gazaunderattack #Gaza_is_under_bombardment #gazanation #GazaUnderAttack #GazaPalestine #christianity #ChristianLife #GazaNation #palestineforever #kids,https://www.facebook.com/100075796227281/posts/341599355043269
PBI Story,2023-10-25 13:30:02 EDT,13,"The father of the martyr Ahmed Mtir, who was shot dead by the Israeli occupation forces in Qalandia camp this morning, consoles his grandfather. #trendingreels #trendingreelsvideo #arab #SharePost #trendingmovie #Palestinians #Palestine #Palestina #gaza #GazaGenocide #gazaunderattack #Gaza_is_under_bombardment #gazanation #GazaUnderAttack #GazaPalestine #christianity #ChristianLife #GazaNation #palestineforever",https://www.facebook.com/100075796227281/posts/340912998445238
WAFA- Agence de presse palestinienne,2024-04-22 08:29:52 EDT,12,Un grand die-in à Prague en solidarité avec la Palestine et appelant à un cessez-le-feu. #GazaGenocide #CeaseFireNow #Gaza,https://www.facebook.com/100063488323012/posts/952137773579158
WAFA- Agence de presse palestinienne,2024-04-02 07:35:55 EDT,18,"Un véhicule de l'ONG World Central Kitchen, dont sept travailleurs ont été tués par des frappes israéliennes. ""C'est non seulement une attaque sur WCK, c'est également une attaque sur les organisations humanitaires qui interviennent dans les situations les plus compliquées où la nourriture est utilisée comme une arme de guerre. C'est impardonnable"", a déclaré la présidente de World Central Kitchen, Erin Gore. 2.4.2024 #Cease_fire_In_Gaza_Now #GazaGenocide #Gaza",https://www.facebook.com/100063488323012/posts/938284904964445
WAFA- Agence de presse palestinienne,2024-03-24 10:24:53 EDT,7,"Le ministre israélien de la Sécurité nationale nie le droit des Palestiniens à la ville de Jérusalem, estimant qu'il s'agit d'une ville juive à laquelle aucune personne d'une autre ethnie ou nationalité n'a accès. #Cease_fire_In_Gaza_Now #GazaGenocide #Gaza",https://www.facebook.com/100063488323012/posts/931819098944359
WAFA- Agence de presse palestinienne,2024-03-09 03:47:58 EST,18,"Destructions massives lors d'une attaque de l'armée israélienne contre les camps de réfugiés de Nour Shams à Tulkarm, au nord de la Cisjordanie. #Cease_fire_In_Gaza_Now #GazaGenocide #Gaza",https://www.facebook.com/100063488323012/posts/921505333309069
WAFA- Agence de presse palestinienne,2024-03-06 08:18:14 EST,19,Les soldats israéliens prend une photo devant le bâtiment de la Société 'Atfaluna' pour les enfants sourds à #Gaza après l'avoir détruit. #Cease_fire_In_Gaza_Now #GazaGenocide #palestine #Gaza,https://www.facebook.com/100063488323012/posts/919537123505890
WAFA- Agence de presse palestinienne,2024-03-03 13:33:05 EST,13,"Les corps des membres de la famille Al-Kahlout, qui ont été massacrés par les frappes aériennes israéliennes visant leur bloc résidentiel dans le nord de #Gaza hier soir. #Cease_fire_In_Gaza_Now #GazaGenocide #Gaza",https://www.facebook.com/100063488323012/posts/917731107019825
WAFA- Agence de presse palestinienne,2023-12-23 07:23:17 EST,12,"Les Palestiniens font leurs adieux à leurs proches, le 78e jour du génocide israélien en cours à #Gaza. #GazaGenocide #ceasefireInGazaNOW #gazagénocide #STOPtheGENOCIDE #FreePestine",https://www.facebook.com/100063488323012/posts/868706705255599
Palestine Online,2024-05-29 06:40:02 EDT,7,Mexico has filed to join the Gaza genocide case against Israel at the International Court of Justice.,https://www.facebook.com/100063910471768/posts/903001931840148
Palestine Online,2024-04-23 06:20:20 EDT,13,"Today marks the 200th day of the Israeli war of genocide on Gaza. 34,183 Palestinians lost their lives, and 77,143 others were injured, with a staggering number of casualties being innocent children and women. The pain and suffering inflicted on Palestinian families are unimaginable. The world must not turn a blind eye to the Israeli war crimes anymore.",https://www.facebook.com/100063910471768/posts/878625684277773
Palestine Online,2024-04-12 11:07:03 EDT,7,The German government has banned Palestinian plastic and reconstructive surgeon Ghassan Abu Sitta from entering the country to join a conference on the ongoing Israeli genocide in Gaza. Abu Sitta served in Gaza during the first month of the genocide. He witnessed countless war crimes committed against the innocent people.,https://www.facebook.com/100063910471768/posts/871801281626880
WAFA News Agency - English,2024-03-30 13:02:23 EDT,17,British MP Zarah Sultana criticizes her government's complicity in the Israeli genocide in Gaza by providing it with large amounts of arms despite the ICJ orders.,https://www.facebook.com/100063135914502/posts/737465085034682
WAFA News Agency - English,2023-12-29 04:19:05 EST,17,"Casualties among innocent Palestinian civilians as a result of indiscriminate Israeli airstrikes in Deir el-Balah, central Gaza. #STOPtheGENOCIDE",https://www.facebook.com/100063135914502/posts/688330019948189
WAFA News Agency - English,2023-10-24 08:23:55 EDT,16,#BREAKING: The Ministry of Health in Gaza: The health system in the hospitals of the #Gaza Strip has completely collapsed. #Gazagenocide #GazaUnderaAttack #Gaza_under_attack #غزة #غزة_تُباد #غزه_تحت_القصف_,https://www.facebook.com/100063135914502/posts/655290976585427
WAFA News Agency - English,2023-10-23 03:34:03 EDT,19,"Watch: A number of Palestinian children were injured , were in an Israeli airstrike targeting civilian homes in Gaza Strip. #GazaGenocide #GazaUnderAttack #PalestinianGenocide #GazaUnderAttack #مستشفى_المعمداني #GazaHospital #GazaAttack",https://www.facebook.com/100063135914502/posts/654635519984306
WAFA News Agency - English,2023-10-19 04:18:09 EDT,15,Watch: A #Palestinian doctor in a #Gaza hospital finds out that his grandson baby was killed in an Israeli airstrike. #PalestinianGenocide #Gaza #GazaUnderAttack #Netanyahu_A_criminal_of_war #مستشفى_المعمداني #GazaHospital #GazaAttack #GazaCity #FreePalestine #غزة_تحت_القصف,https://www.facebook.com/100063135914502/posts/652623253518866
WAFA News Agency - English,2023-10-19 03:17:02 EDT,21,Watch: #Palestinians pull out a child alive from under the rubble following an Israeli airstrike on his family's house in #Gaza. #PalestinianGenocide #Gaza #GazaUnderAttack #Netanyahu_A_criminal_of_war #مستشفى_المعمداني #GazaHospital #GazaAttack #GazaCity,https://www.facebook.com/100063135914502/posts/652602550187603
WAFA News Agency - English,2023-10-18 02:07:43 EDT,19,A genocide in #Gaza. A massacre. All victims are civilians who were hoping to find shelter in al-Ahli hospital before Israel bombed it. #GazaAttack #PalestineGenocide #Gaza_Genocide #Netanyahu_A_criminal_of_war #مستشفى_المعمداني,https://www.facebook.com/100063135914502/posts/652012283579963
Women For Palestine,2024-02-23 07:16:20 EST,1,"Thousands demonstrate outside the US embassy in Amman, Jordan, in protest of the US-backed Israeli genocide campaign in Gaza.",https://www.facebook.com/100063723573456/posts/916490680485043
Rassegna internazionale della Palestina,2023-12-12 09:00:43 EST,8,"L'esercito israeliano di occupazione spara fumogeni durante l'incursione in corso nel campo profughi di Jenin, a nord della Cisgiordania occupata. #GazaGenocide #Palestinian #life #trendingnow #share #GazaUnderAttack #likeforshare #FreePalestine #palestinian #explore #GazaNation #christmastime #gazaunderattack #Gaza #SharePost #ShareThisPost #GazaPalestine",https://www.facebook.com/100084470062180/posts/326501700175496
Rassegna internazionale della Palestina,2023-11-10 10:30:46 EST,4,"📸4000 fedeli palestinesi hanno eseguito la preghiera del venerdì nella Moschea di Al-Aqsa, a causa delle restrizioni imposte dall'occupazione che impediscono ai fedeli di raggiungere le preghiere. #shareforshare #gaza #kids #SharePost #trendingnow #GazaUnderAttack #share #GazaGenocide #ShareThisPost #LikeFollowShare #trendingreels2023 #FreePalestine #november2023 #November",https://www.facebook.com/100084470062180/posts/309519241873742
PBI Story,2023-10-25 16:55:01 EDT,14,Anyone here? #trendingreels #trendingreelsvideo #kids #arab #SharePost #trendingmovie #Palestinians #Palestine #Palestina #gaza #GazaGenocide #gazaunderattack #Gaza_is_under_bombardment #gazanation #GazaUnderAttack #GazaPalestine #christianity #ChristianLife #GazaNation #palestineforever #kids,https://www.facebook.com/100075796227281/posts/340986561771215
WAFA- Agence de presse palestinienne,2024-03-26 07:50:06 EDT,16,Plus de détails sur le lien suivant : https://french.wafa.ps/Pages/Details/217015 #Cease_fire_In_Gaza_Now #GazaGenocide #palestine #Gaza,https://www.facebook.com/100063488323012/posts/933167748809494
WAFA- Agence de presse palestinienne,2024-03-19 08:41:05 EDT,13,"#Gaza : Les citoyens inspectent les destructions massives causées par l'occupation après de violents raids lancés sur Nuseirat, dans le centre de la bande de Gaza. #Cease_fire_In_Gaza_Now #GazaGenocide #Gaza",https://www.facebook.com/100063488323012/posts/928212349305034
WAFA- Agence de presse palestinienne,2024-02-15 15:28:57 EST,23,"L'occupation israélienne a publié une photo de travailleurs médicaux palestiniens et de patients âgés kidnappés à l'hôpital Al Amal du PRCS, les qualifiant de « terroristes » ! #Gaza #Cease_fire_In_Gaza_Now #GazaGenocide #gazagénocide #Palestiniens #palestine #Israël #Rafah #israéliennes",https://www.facebook.com/100063488323012/posts/906703421455927
WAFA- Agence de presse palestinienne,2024-02-11 15:08:54 EST,21,#Gaza : combien d'enfants devront mourir avant que ce cauchemar ne prenne fin ? #Cease_fire_In_Gaza_Now #GazaGenocide #gazagénocide #Israélienne #palestine,https://www.facebook.com/100063488323012/posts/903690241757245
WAFA- Agence de presse palestinienne,2023-12-25 10:32:19 EST,13,Des avions de guerre israéliens ont bombardé la ville d'Al-Adissa au sud du Liban. #GazaGenocide #gazagénocide #gaza_génocide #CeaseFireNow #Palestine #Gaza,https://www.facebook.com/100063488323012/posts/870166985109571
WAFA- Agence de presse palestinienne,2023-12-12 01:19:20 EST,26,"12 martyrs, dont 6 enfants, suite au bombardement par l'avion d'occupation d'une maison à Rafah https://french.wafa.ps/Pages/Details/213632 #StrikeforPalestine #Gaza #gazagénocide #SaveGazaPalestine #Gaza_Genocide",https://www.facebook.com/100063488323012/posts/860677296058540
WAFA- Agence de presse palestinienne,2023-10-31 12:39:14 EDT,13,Les Palestiniens de #Gaza sont nettoyés ethniquement ! #GazaUnderAttack #ApartheidIsrael #IsraeliCrimes #PalestinianGenocide #Gaza_Genocide,https://www.facebook.com/100063488323012/posts/833754635417473
Palestine Online,2024-05-16 05:53:47 EDT,9,Students at the University of California put barriers to protect themselves from being attacked by police while protesting in support of Palestine and in rejection of the Israeli genocide in Gaza.,https://www.facebook.com/100063910471768/posts/894143839392624
WAFA News Agency - English,2024-02-24 04:35:38 EST,8,Brazil's Lula da Silva: Israel committing a genocide against Palestinians in Gaza More: https://english.wafa.ps/Pages/Details/141968,https://www.facebook.com/100063135914502/posts/719134753534382
WAFA News Agency - English,2024-02-17 12:35:00 EST,14,"Thousands rally in central London, the United Kingdom, in solidarity with the Palestinian people amid the ongoing Israeli war of genocide on Gaza. #GazaGenocide",https://www.facebook.com/100063135914502/posts/715819970532527
WAFA News Agency - English,2023-12-27 06:49:13 EST,19,"A child in Gaza is playing next to dead bodies. The continuing Israeli aggression on the Gaza Strip since 7 October has resulted in the killing of some 21,000 citizens, mostly women and children. #GazaGenocide #GazaUnderFire #CeasefireInGazaNow",https://www.facebook.com/100063135914502/posts/687305333383991
WAFA News Agency - English,2023-12-15 11:46:24 EST,9,Al Jazeera journalists Wael Dahdouh and Samer Abu Daqqa was injured by an Israeli strike at Haifa school in south of #Gaza. #Gaza_Genocide #Gaza,https://www.facebook.com/100063135914502/posts/680812560699935
WAFA News Agency - English,2023-10-26 06:42:34 EDT,16,"This is the real face of Israel! British TikTok influencer, Cara Watson, says a company offered her double payment to support Israeli publicly and to defend Israeli's narrative. #Gaza_Genocide #فلسطين_الان #Gaza #Palestine #GazaUnderAttack #Gazagenocide #Gaza_under_attack",https://www.facebook.com/100063135914502/posts/656343039813554
WAFA News Agency - English,2023-10-26 04:57:05 EDT,14,Watch Israeli warplanes bombed civilian homes in the vicinity of an UNRWA-run school full of displaced refugees in Khan Yunis in the south of the Gaza Strip. #Gaza_Genocide #فلسطين_الان #Gaza #Palestine #GazaUnderAttack #Gazagenocide #Gaza_under_attack,https://www.facebook.com/100063135914502/posts/656308123150379
WAFA News Agency - English,2023-10-17 16:31:12 EDT,20,"Watch: A number of Palestinians, including children and women, were wounded in a bloody massacre on al-Ahli Arab hospital in Gaza, killing 500. #Gazagenocide #PalestineGenocide #FreePalestine #Palestine #Israel #GazaAttack",https://www.facebook.com/100063135914502/posts/651806530267205
WAFA News Agency - English,2023-10-17 14:56:41 EDT,16,"Watch: Another footage shows the bloody massacre committed by occupation warplanes at al-Ahli Arab hospital in Gaza, killing over 500 Palestinians, including children and women. #Gazagenocide #PalestineGenocide #FreePalestine #Palestine #Israel #GazaAttack",https://www.facebook.com/100063135914502/posts/651771180270740
Women For Palestine,2024-04-19 06:46:12 EDT,3,Israeli authorities detain Professor Nadera Shalhoub-Kevorkian after she criticised the genocide in Gaza.,https://www.facebook.com/100063723573456/posts/956704116463699
Rassegna internazionale della Palestina,2023-12-25 02:00:24 EST,9,"In effetti, la necessità è la madre dell'invenzione! Questo è un modo innovativo di cucinare a Gaza, in mezzo alla pioggia, al freddo e alla mancanza di risorse! #gazagenocide #GazaWar #explore #FreePalestine #FreePalestine #Gaza #ShareThisPost #ShareThisPost #arab #humanrights #trendingreels #Palestinians #ShareThis #muslim #life #gaza #Gaza_is_under_bombardment",https://www.facebook.com/100084470062180/posts/334269566065376
Rassegna internazionale della Palestina,2023-12-19 09:00:03 EST,5,Da uno dei rifugi dei palestinesi sfollati nelle scuole dell'UNRWA a Gaza. #ShareThisPost #GazaGenocidio #GazaWar #life #gaza #Gaza_is_under_bombardment #IsraeleNuovoNazismo #gazagenocide #GazaGenocide #FreePalestine #GazaNation #GazaUnderAttack #SharePost,https://www.facebook.com/100084470062180/posts/330605963098403
Rassegna internazionale della Palestina,2023-11-14 02:37:23 EST,10,Grande protesta del @JVPChicago che chiede un immediato cessate il fuoco a #Gaza. #TuesdayThoughts #reels #tuesdaymotivation #Palestina #Gaza_is_under_bombardment #explore #tuesdays #tuesday #share #Palestinians #gazaunderattack #video #November #GazaPalestine #GazaNation #SharePost #GazaGenocide #life #gaza_under_attack_now #humanrights,https://www.facebook.com/100084470062180/posts/311520145006985
