Page Name,Post Created,Shares,Message,URL
Reuters,2024-01-09 12:16:25 EST,34,"‘There is nothing more atrocious and preposterous than this claim,’ Israeli President Isaac Herzog said, reacting to a lawsuit filed by South Africa against his country at the International Court of Justice accusing Israel of genocide in Gaza https://reut.rs/41Otjdr:=:https://www.reuters.com/world/middle-east/what-is-genocide-case-against-israel-top-un-court-2024-01-08/",https://www.facebook.com/100059422245844/posts/870168138307253
HuffPost,2024-02-18 21:40:34 EST,12,"The leader is facing anger from Israel after saying that the ongoing military offensive against Palestinians is not a war, but a genocide similar to that by Nazis.",https://www.facebook.com/100059215554772/posts/781970343786810
AJ+,2024-03-06 19:45:57 EST,129,"During U.S. primary elections this year, hundreds of thousands of voters have chosen “uncommitted” rather than endorse President Biden, who they say is complicit in genocide.",https://www.facebook.com/100064529598989/posts/798062209021425
AJ+,2024-02-21 03:24:27 EST,117,Why can’t the World Court stop Israel’s genocide in Gaza?,https://www.facebook.com/100064529598989/posts/789346053226374
AJ+,2024-04-12 23:16:14 EDT,112,"Welcome to “Kibbutz Blinken,” where these anti-genocide activists are camped out 24/7 outside the U.S. Secretary of State’s home to protest his role in Israel’s war on Gaza. (with Dena Takruri )",https://www.facebook.com/100064529598989/posts/820954236732222
AJ+,2024-04-04 17:34:03 EDT,225,"A previously untested AI-assisted targeting database is reportedly being used by Israel in its bombing campaign on Gaza, according to Israeli intelligence officials interviewed by +972 Magazine and Israeli news outlet Local Call. One expert called Israel’s actions “AI-assisted genocide.” ⁣ ⁣ The system is called Lavender and is used to identify thousands of Palestinians as targets. The Israeli military claims the system has an error rate of approximately 10%. The military has reportedly approved strikes that killed as many as 20 Palestinian civilians to target low-level Hamas operatives.⁣ ⁣ In late November, +972 Magazine also reported that Israel was using another AI-based targeting system called “The Gospel” to pick out buildings for targeting at a rate far beyond what was previously possible. A former intelligence officer described it as facilitating a “mass assassination factory.” ⁣",https://www.facebook.com/100064529598989/posts/815643203929992
Democracy Now!,2024-01-09 12:16:55 EST,83,"""Genocide is the most extreme form of racial violence that there is,” says Bree Newsome, an artist and antiracist activist who, in 2015, made headlines for climbing a 30-foot flagpole outside the South Carolina Capitol to remove the Confederate flag.",https://www.facebook.com/100057759681078/posts/800267218575260
AJ+,2024-03-14 09:43:38 EDT,114,A new campaign called No Tax for Genocide wants to hold the British government accountable for its support of Israel’s war on Gaza – by mobilizing the masses to withhold their taxes.,https://www.facebook.com/100064529598989/posts/802375248590121
Washington Examiner,2024-05-01 19:15:07 EDT,30,Rep. Ilhan Omar (D-MN) could be the latest Democratic lawmaker to face a censure resolution in the House after Rep. Don Bacon (R-NE) announced plans to condemn the hard-left lawmaker over her comments on pro-Palestinian protests on college campuses. DETAILS: https://trib.al/2OXwVyU:=:https://www.washingtonexaminer.com/news/house/2986673/ilhan-omar-censure-call-jewish-students-pro-genocide/ #ilhan #ilhanomar #donbacon #congress #censure #jewish #judaism #antisemitism #genocide #hamas #gaza #campus #protest #politics #news #usa,https://www.facebook.com/100059597015374/posts/827273679269192
AJ+,2024-02-15 16:38:43 EST,180,"Egypt publicly rejects allowing Israel to forcibly deport Palestinians from Gaza into its territory, but a rights group reports it is building a facility in the Sinai Peninsula to potentially house expelled Palestinians. The Sinai Foundation for Human Rights says it is being constructed under the supervision of Egypt’s armed forces and will be surrounded by 7-meter cement walls. ⁣ ⁣ Israel has already pushed most of Gaza’s 2.3 million people into the town of Rafah near the Egyptian border, and is now planning a ground invasion there. Most Palestinians in Rafah are living in makeshift shelters or tents, if they can find shelter at all, in harsh winter conditions. ⁣ ⁣ Israel’s attacks have killed over 28,000 Palestinians in Gaza since Oct. 7, and Israel is accused of genocide at the World Court. Rights groups warn any further displacement or deportation out of Gaza would breach international law and be an “atrocity crime.” ⁣",https://www.facebook.com/100064529598989/posts/786370686857244
Democracy Now!,2023-10-22 12:16:00 EDT,120,"""If this is not special intent to commit genocide, I really don’t know what is.""",https://www.facebook.com/100057759681078/posts/757579706177345
AJ+,2024-04-22 06:06:38 EDT,92,"Welcome to “Kibbutz Blinken,” where these anti-genocide activists are camped out 24/7 outside the U.S. Secretary of State’s home to protest his role in Israel’s war on Gaza. (with Dena Takruri )",https://www.facebook.com/100064529598989/posts/824764419684537
Judge Andrew Napolitano,2023-11-22 19:02:55 EST,113,"Genocide or Mass Murder?"" This is no trivial question, nor an easy one to answer. Today, our guest, Professor #Mearsheimer forces us to confront this uncomfortable inquiry in relation to the current crisis unfolding in Gaza. With the unsettling language emanating from Israeli elites, #mearsheimer brings to light the alarming realities on the battleground, leading to concerns of potentially genocidal intent. While we are not asserting that genocide is being committed, we underline the gravity of mass murder and the potential for situations to spiral dangerously. We then pivot into dissecting the distinction between genocide and mass murder or #warcrimes—a pivotal differentiation that has profound implications. In our analysis, we scrutinize the troubling rhetoric from members of the Israeli cabinet, while distinguishing between genocidal intent and the act of genocide. We navigate the inconsistent enforcement of international law and its selective application. This episode challenges us all to consider the depths of war crimes, #genocide, and their impacts. It's not an easy conversation, but it's a necessary one to fully comprehend the #Gaza crisis. #Israel #Hamas #Gaza #IsraelPalestine #MiddleEastConflict #PeaceInTheMiddleEast #GazaUnderAttack #Ceasefire #Jerusalem #PrayForPeace Watch the full episode here: https://www.youtube.com/watch?v=4WbC-AR-QG0",https://www.facebook.com/100044174632296/posts/895450415270771
WorldOrder.News,2024-04-16 08:39:01 EDT,12,NYT Gaza Memo tells staff to avoid the word 'genocide': The Intercept ,https://www.facebook.com/100087983156216/posts/394670583475710
Democracy Now!,2024-01-02 13:27:00 EST,61,South African Files Genocide Case Against Israel at International Court of Justice,https://www.facebook.com/100057759681078/posts/796308752304440
LaRouche Organization,2024-01-30 09:28:01 EST,142,"There Is No ""Rules-Based Order"" Will the U.S. use its veto power to prevent enforcement of the provisions against genocide? The U.S. has vetoed past efforts to end the war in Gaza. Will American citizens and those of Europe stand by while their governments turn their back on legal provisions against genocide specified by the International Court of Justice? Make your voice heard -- speak up against the predators of the Military Industrial-Financial Complex. Join with us to create a New Paradigm of justice and mutual benefit for all people. Link to statement issued by the Schiller Institute: https://schillerinstitute.com/blog/2024/01/28/gaza-genocide-denounced-at-the-world-court-now-we-must-stop-it/",https://www.facebook.com/100069319654997/posts/699274625726520
BreakThrough News,2024-01-11 13:34:12 EST,180,South Africa took Israel to court today for violating the UN Genocide Convention. The Biden administration smears the report as having “no basis in fact” but that’s a lie. It’s 84-pages long with 574 citations detailing Israel’s crimes in Gaza. BT’s Kei Pritsker lays it out.,https://www.facebook.com/100063750150699/posts/877888274346170
Palestinian Youth Movement (PYM)- حركة الشباب الفلسطيني,2024-04-25 12:22:41 EDT,198,"Two Princeton student organizers, both graduate students at the university, have already been arrested, evicted, and permanently banned from the Princeton campus, thereby preventing them from finishing their degrees. It is only day 1 of Princeton’s Gaza liberation encampment. Yet Hassan, Achinthya, and dozens of other student organizers across the country have decided that they ready and willing to sacrifice the veneer of prestige and institutional success into which they have invested years of their lives, if that means that they will be successful at forcing divestment from an institution complicit in the genocide of Gaza and the Palestinian people. May we learn from their example, and may their courage and principled stance be a model for us all to follow, from wherever we are.",https://www.facebook.com/100064479708447/posts/819727903519859
AJ+,2024-05-03 10:30:05 EDT,160,"Israel’s war on Gaza is the deadliest conflict for journalists on record. On World Press Freedom Day, Dena Takruri talks to Al Jazeera English’s Gaza correspondent Tareq Abu Azzoum about what it’s been like to report nonstop from Gaza since the start of the genocide.",https://www.facebook.com/100064529598989/posts/833727708788208
Democracy Now!,2024-01-29 11:32:44 EST,90,"In a landmark lawsuit, the Biden administration is on trial in the United States for failure to prevent genocide in Gaza.",https://www.facebook.com/100057759681078/posts/811962774072371
The New York Times,2024-04-10 00:55:06 EDT,28,"Germany on Tuesday defended itself against accusations that its arms sales to Israel were abetting genocide in Gaza, arguing at the International Court of Justice that most of the equipment it has supplied since Oct. 7 was nonlethal and that it has also been one of the largest donors of humanitarian aid to Palestinians.",https://www.facebook.com/100059174186752/posts/812723837376748
CNN Politics,2024-03-24 14:27:01 EDT,18,Democratic Rep. Alexandria Ocasio-Cortez defended her call to cut US military aid to Israel during a floor speech where she accused Israel of committing genocide against the Palestinian people in Gaza.,https://www.facebook.com/100059294813638/posts/788553993131087
AJ+,2024-01-26 15:41:14 EST,148,"Israeli Prime Minister Benjamin Netanyahu has already pushed back on a legally binding ruling from the ICJ demanding Israel take all measures to prevent genocide in Gaza. While claiming to uphold international law, Netanyahu said Israel has “an inherent right to defend itself” and “will continue to do what is necessary.” ⁣ ⁣ The measures demanded by the ICJ include Israel ordering its troops to prevent genocide, ensuring more humanitarian assistance to Gaza and punishing acts of incitement to genocide. While the ICJ order did not demand a ceasefire, South Africa’s foreign minister said: “There would have to be a ceasefire. Without it, the order doesn't actually work."" ⁣ ⁣ Israel’s assault on Gaza has already killed over 26,000 Palestinians in Gaza and displaced over 85% of the population. ⁣ ⁣ ⁣ South Africa’s case, which accuses Israel of genocide against Palestinians, used statements made by Israeli officials as evidence to show alleged “genocidal intent."" ⁣",https://www.facebook.com/100064529598989/posts/773410674819912
BreakThrough News,2023-12-07 17:14:25 EST,142,"Biden staffers are turning against their boss and are disgusted with his support for Israel’s genocide in Gaza. BT’s Kei Pritsker spoke to a dissenter about the mood in the White House, the internal tensions and the impact of all the protests.",https://www.facebook.com/100063750150699/posts/852666373535027
AJ+,2024-04-10 11:16:02 EDT,165,This is what 6 months of Israeli genocide in Gaza looks like:,https://www.facebook.com/100064529598989/posts/818994073594905
Democratic Socialism Now,2024-03-01 09:12:02 EST,80,"Aaron Bushnell, an active-duty member of the US Air Force, died on Sunday after setting himself on fire in front of the Israeli embassy in Washington, DC, in an act of protest against the genocide in Gaza. His last words were “Free Palestine”. “I will no longer be complicit in genocide. I’m about to engage in an extreme act of protest, but compared to what people are experiencing in Palestine at the hands of their colonizers, it’s not extreme at all. This is what our ruling class has decided will be normal. Free Palestine,"" he said in a video he made while walking in front of the embassy.",https://www.facebook.com/100069109454172/posts/714298654217110
AJ+,2024-05-22 06:23:06 EDT,186,This 92-year-old Nakba survivor says the genocide in Gaza today is “history repeating itself.” Dawud Assad survived one of the Nakba’s deadliest massacres in Deir Yassin in April 1948.,https://www.facebook.com/100064529598989/posts/846028034224842
Democracy Now!,2024-05-13 14:09:13 EDT,135,"Senior Palestinian diplomat Husam Zomlot criticizes Western hypocrisy amid Israel's intensifying attacks on Gaza. ""The plan is genocide,"" he says.",https://www.facebook.com/100057759681078/posts/872560111345970
AJ+,2024-04-30 05:02:22 EDT,159,"Is the U.S. controlled by Israel? Is President Joe Biden helplessly beholden to the whims of Benjamin Netanyahu? In this episode of Backspace, Sana Saeed breaks down the media coverage erasing the U.S. government and Joe Biden’s role in the Gaza genocide.",https://www.facebook.com/100064529598989/posts/831496949011284
AJ+,2024-05-18 21:47:51 EDT,108,This 92-year-old Nakba survivor says the genocide in Gaza today is “history repeating itself.” Dawud Assad survived one of the Nakba’s deadliest massacres in Deir Yassin in April 1948.,https://www.facebook.com/100064529598989/posts/843289104498735
AJ+,2024-01-29 18:53:19 EST,152,"Norway and the Arab League are urging countries to continue funding UNRWA after many countries, including the UK and the U.S., stripped the UN body of lifesaving funding for Palestinians amid Israel’s genocide in occupied Gaza. The funding cuts came in the aftermath of Israel’s accusations that 12 out of UNRWA's 30,000 staff members were involved in the Oct. 7 attacks. The UN is investigating the accusations.",https://www.facebook.com/100064529598989/posts/775367421290904
NEWSMAX,2024-01-16 11:15:01 EST,17,"Speakers at a “March for Gaza” in Washington on Jan. 13 promised that Israel would cease to exist and, to the cheers of thousands of attendees, accused U.S. President Joe Biden of supporting genocide against Palestinians.",https://www.facebook.com/100064878334770/posts/781590467346891
Breitbart,2024-01-30 05:24:54 EST,24,"A Labour Party MP has been suspended after she said the ""genocide"" in Gaza should be honoured during Holocaust Memorial Day.",https://www.facebook.com/100059642974022/posts/789391483058944
AJ+,2024-01-29 05:32:24 EST,95,The ICJ has ruled that Israel must cease any acts that may constitute genocide in Gaza. Here’s a real-time reaction by Palestinian human rights attorney Noura Erakat.,https://www.facebook.com/100064529598989/posts/773435514817428
Reuters,2024-01-11 03:50:12 EST,156,"LIVE: World Court hears arguments from South Africa in Gaza genocide case South Africa and Israel face each other at the top UN court where judges will hear a South African case accusing Israel of genocide against Palestinians in Gaza and requesting an emergency suspension of Israel's military campaign. The International Court of Justice in The Hague, also known as the World Court, will have two days of hearings this week in a case brought in late December accusing Israel of failing to uphold its obligations under the 1948 Genocide Convention. #InternationalCourtofJustice #TheHague #SouthAfrica #Israel #Hamas #Gaza #Palestinian #IsraelHamasWar #GazaWar #live #Reuters #News Keep up with the latest news from around the world: https://www.reuters.com/",https://www.facebook.com/100059422245844/posts/1427113594886037
Democracy Now!,2024-04-20 08:13:00 EDT,159,"Veteran journalist Peter Maass reported on genocide in Bosnia. Now, he says what's happening in Gaza is even worse.",https://www.facebook.com/100057759681078/posts/858490022752979
AJ+,2024-01-26 08:10:59 EST,160,"The International Court of Justice ordered Israel to take all measures to prevent genocide in occupied Gaza and facilitate entry of aid, but stopped short of ordering a ceasefire. Israel’s attacks have killed over 26,000 Palestinians since Oct. 7. The court also ruled Palestinians in Gaza have the right to be protected from acts of genocide and that it has jurisdiction over the case. But the court could take years to decide South Africa’s case accusing Israel of genocide. The emergency order is a response to requests for provisional measures put forward by South Africa “to protect against further, severe and irreparable harm to the rights of the Palestinian people under the Genocide Convention, which continue to be violated with impunity.” South Africa also requested Israel facilitate delivery of humanitarian aid and stop impeding access to lifesaving goods. The UN says Israel’s restrictions and relentless bombardments are making it “impossible” to deliver aid to Palestinians in Gaza. Over 85% of the population has been displaced, and the entire occupied territory is on the brink of famine. ""Nothing can justify the collective punishment of the Palestinian people,"" said UN chief António Guterres. South Africa’s case argues that Israel has demonstrated “incontrovertible” intent to commit genocide in Gaza through its killings, mass forced expulsion, deprivation of food, water and shelter, and other acts. Israel denies all accusations of genocide.",https://www.facebook.com/100064529598989/posts/773188344842145
AJ+,2024-05-29 02:02:00 EDT,135,This 92-year-old Nakba survivor says the genocide in Gaza today is “history repeating itself.” Dawud Assad survived one of the Nakba’s deadliest massacres in Deir Yassin in April 1948.,https://www.facebook.com/100064529598989/posts/850353680458944
Democracy Now!,2024-05-29 12:39:02 EDT,63,Algeria Proposes New U.N. Resolution on Gaza as Mexico Seeks to Join ICJ Genocide Case,https://www.facebook.com/100057759681078/posts/882306673704647
Reuters,2024-04-04 04:25:07 EDT,39,"Three former Supreme Court justices have joined more than 600 members of the British legal profession in calling for the government to halt arms sales to Israel, saying it could make Britain complicit in genocide in Gaza",https://www.facebook.com/100059422245844/posts/925444642779602
Democracy Now!,2024-04-24 17:03:02 EDT,61,Rep. Summer Lee Defeats Primary Challenger: “Opposing Genocide Is Good Politics and Good Policy”,https://www.facebook.com/100057759681078/posts/861079275827387
AJ+,2024-03-15 19:48:04 EDT,140,"Human rights organizations are suing and calling out Western countries for supplying weapons to Israel, which are being used to kill Palestinians in Gaza as the country stands trial for genocide at the World Court. ⁣ ⁣ Denmark was sued by Amesty International Denmark, Palestinian human rights NGO Al-Haq and other organizations for exporting weapons to Israel, which they say is contributing to the “potential genocide” of Palestinians in Gaza. ⁣ ⁣ Al-Haq and the UK-based Global Legal Action Network have also applied for a judicial review of the UK’s export licenses, saying, “The UK has a legal and moral obligation to not grant licenses for the sale of British weapons to regimes that commit atrocity crimes.” ⁣ ⁣ Dozens of civil society groups have accused Canada of misleading the public over weapons sales to Israel, saying Prime Minister Justin Trudeau's government is using loopholes around legislation to provide military equipment to Israel. ⁣ ⁣ U.S. President Joe Biden was sued by human rights organizations in Nov. 2023 for complicity in alleged genocide by Israel in Gaza, and the case was dismissed in court in December. ⁣ ⁣ Israel has killed more than 31,400 Palestinians in Gaza since Oct. 7, including over 13,000 children. ⁣",https://www.facebook.com/100064529598989/posts/803220378505608
Democracy Now!,2024-03-23 14:53:00 EDT,97,"“I’m witnessing this chronic, insidious genocide and I’m really scared…This has to stop,” Rachel Corrie wrote to her mother, just two weeks before she was killed in Gaza in 2003. ""When I sound crazy, or if the Israeli military should break with their racist tendency not to injure white people, please pin the reason squarely on the fact that I am in the midst of a genocide which I am also indirectly supporting, and for which my government is largely responsible.”",https://www.facebook.com/100057759681078/posts/842259954375986
AJ+,2024-03-22 20:25:06 EDT,57,"Activists painted the Palestinian flag on this 374-step staircase in Liège, Belgium, in solidarity with Gaza amid Israel’s genocide. Artists and activists around the world have taken to public spaces to paint murals, flags and graffiti in support of Palestinian rights.",https://www.facebook.com/100064529598989/posts/807278781433101
Democracy Now!,2024-03-27 14:27:00 EDT,95,U.N. Special Rapporteur Outlines How Israel Is Committing Genocide in Gaza,https://www.facebook.com/100057759681078/posts/844549394147042
Reuters,2024-01-26 09:45:09 EST,60,"LIVE: South Africa's President Cyril Ramaphosa speaks after ICJ orders Israel to prevent acts of genocide After the World Court ordered Israel to take action to prevent acts of genocide as it wages war against Hamas militants in the Gaza Strip, South Africa's President Cyril Ramaphosa speaks about the case his country brought to the court. The ruling stopped short of calling for an immediate ceasefire. #Live #Genocide #SouthAfrica #Israel #Hamas #IsraelHamas #Gaza #CyrilRamaphosa #ICJ #News Keep up with the latest news from around the world: https://www.reuters.com/",https://www.facebook.com/100059422245844/posts/3565969976954271
The Hill,2023-10-26 17:30:12 EDT,20,"The Iranian foreign minister warned of “uncontrollable consequences” for the U.S. if its backing of Israel’s war against Hamas in Gaza continues to expand. “I warn, if the genocide in Gaza continues, they will not be spared from this fire. It is our home and West Asia is our region,” he said.",https://www.facebook.com/100059352919301/posts/713890977265993
Breitbart,2024-01-27 01:48:47 EST,34,"The United Nations’ top court censured Israel on Friday, ordering it to deliver a report while not making a finding on whether Israel was committing “genocide” by defending itself, but neglected to directly condemn the pro-Palestinian terrorists who sparked events now embroiling the two major combatants.",https://www.facebook.com/100059642974022/posts/787503329914426
The Hill,2024-04-22 17:15:07 EDT,10,"Rep. Ilhan Omar (D-Minn.) applauded the solidarity among the Columbia University students protesting for a cease-fire in the Israel-Hamas war, while noting the attention needs to be kept on the “genocide in Gaza,” as authorities arrest dozens of students, including her daughter, for their involvement.",https://www.facebook.com/100059352919301/posts/809936730994750
USA TODAY,2024-04-10 04:30:47 EDT,73,"Defense Secretary Lloyd Austin said the U.S. does not ""have any evidence of genocide being created"" by Israel in Gaza. https://bit.ly/3xvFC3i:=:https://www.usatoday.com/story/news/world/israel-hamas/2024/04/09/israel-war-updates-hamas-gaza/73258085007/",https://www.facebook.com/100053584873398/posts/958572799272207
Democracy Now!,2024-04-20 17:13:00 EDT,69,Democracy Now! spoke to some of the Columbia and Barnard students who are being hit with arrests and suspensions while demanding the university divest from Israeli apartheid and genocide in Gaza. ,https://www.facebook.com/100057759681078/posts/858731092728872
Palestinian Youth Movement (PYM)- حركة الشباب الفلسطيني,2024-01-11 21:12:29 EST,155,"Today, the US and UK governments escalated their attacks on the steadfast nation of Yemen, mobilizing military ships, submarines, and warplanes to launch multiple strikes, bombing the capital Sanaa and the provinces of Hodeida, Saada, and Dhamar. The targeting of Yemen by the US and UK is a deliberate attempt to reinforce imperialist domination in Yemen and the region at large. Nearly 100 days into Israel’s genocide against Gaza, and in response to popular masses taking to the streets to call for a ceasefire, the US and UK governments have responded with more war and violence, demonstrating time and again that they would rather mobilize their military might to protect imperialist interests than serve the masses. Despite the millions that have taken to the streets between the US and UK, these governments continue to punish the few brave nations that dare to stop the wheels of Israel’s genocidal operation against our people in Gaza, which has killed over 30,000 Palestinians in the last three months. This aggression—which coincides with the first day of ICJ hearings on Israel’s genocide in Gaza—affirms the complicity of Western nations, not only in funding and orchestrating this genocide, but also in expanding war into the broader region. We also see this escalation for exactly what it is: a desperate attempt to distract from the colossal military failures of the zionist entity by expanding the war. At a time when other Arab regimes have normalized with Israel, the resistance of the people of Yemen reminds us of the Arab dimension of our struggle and the unity of our people. We have a critical role to play in the diaspora to place pressure on our governments to end the Zionist-imperialist aggression against our people across the region. We salute Yemen's steadfastness and stand unequivocally against all imperialist efforts to stop the rising global tide against colonial cruelty, wherever we may encounter it. HANDS OFF YEMEN!",https://www.facebook.com/100064479708447/posts/756935996465717
Bill O'Reilly,2024-05-09 10:04:10 EDT,21,Rep. Rashida Tlaib accuses George Washington Univ. of enabling 'genocide' in Gaza. ,https://www.facebook.com/100044608321567/posts/986928402804095
AJ+,2024-02-26 17:17:39 EST,83,Why can’t the World Court stop Israel’s genocide in Gaza?,https://www.facebook.com/100064529598989/posts/792810359546610
Democracy Now!,2024-04-09 13:15:05 EDT,75,"Elizabeth Warren, a Legal Expert, Admits Israel’s Actions in Gaza Meet Definition of Genocide",https://www.facebook.com/100057759681078/posts/852185563383425
NEWSMAX,2024-05-20 19:30:01 EDT,13,"Biden defends Israel amid war: ""What's happening in Gaza is not genocide. We reject that.""",https://www.facebook.com/100064878334770/posts/870903681748902
USA TODAY,2024-01-26 08:11:57 EST,61,"The U.N.'s top court Friday ordered Israel to take measures to limit death and destruction in Gaza as part of a case brought by South Africa alleging that Israel’s military action in its war with Hamas amounts to genocide. The court stopped short of ordering a cease-fire in Gaza, which South Africa had requested.",https://www.facebook.com/100053584873398/posts/913184480477706
AJ+,2024-05-31 04:00:35 EDT,119,This 92-year-old Nakba survivor says the genocide in Gaza today is “history repeating itself.” Dawud Assad survived one of the Nakba’s deadliest massacres in Deir Yassin in April 1948.,https://www.facebook.com/100064529598989/posts/851740323653613
AJ+,2024-01-29 15:00:33 EST,100,"The Houthis in Yemen are attacking Israel-linked ships in the Red Sea to protest Israel's genocide in Gaza. In response, the U.S. and the UK are bombing Yemen. Here’s a quick breakdown of the double standards in their response.",https://www.facebook.com/100064529598989/posts/773430894817890
Palestinian Youth Movement (PYM)- حركة الشباب الفلسطيني,2024-04-23 12:51:13 EDT,230,"200 days. For 200 days, Israel has carried out a genocide, without pause or interruption, hellbent on destroying every semblance of life and society in Gaza, so that 2.3 million Palestinians will be forced to either die or flee to exile. Our people in Gaza have paid an incomprehensibly steep price for continuing to support resistance and for refusing to kneel, submit, or abandon their land. 200 days on, Palestinians in Gaza have borne witness to the martyrdom of 34,183 of their loved ones — a figure that is almost certainly a vast undercount, given the more than 5,000 missing Palestinians who were abducted by the IOF and 7,000 missing whose bodies are feared to be buried under the rubble. 140 journalists have been martyred. Of the total killed, 14,778 are children. In addition to the martyrs, 77,143 Palestinians have been injured, many of whom will now be disabled for the rest of their lives. From October 7 until today, 75,000 tons of explosives have been dropped on Gaza. These figures are not just sobering. They are searingly painful for our people to have to confront and reckon with. Despite it all, the Palestinian resistance lives, and Palestine lives. Israel will never be able to force us to abandon our land. It is important, as we continue to mobilize and escalate from wherever we are, to remember what and who we are fighting for. Our struggle is one for full Palestinian liberation, and no less. Our fight is for Gaza, the cradle of our struggle and the lifeblood of our people. Glory to every martyr. Palestine will be free.",https://www.facebook.com/100064479708447/posts/818495760309740
CGTN America,2024-06-09 14:22:28 EDT,28,"The Colombian government announced it would suspend coal exports to Israel over what they call a “genocide” in Gaza, late Saturday, June 8. In a post on X (formerly known as Twitter) Colombian President Gustavo Petro wrote that coal exports to Israel will be suspended “until it stops the genocide.” Israel has continued to deny accusations that its military actions violate international genocide conventions. A private Israeli mining association said a ban would violate international agreements and put market confidence and foreign investment at risk. Petro also posted a national draft decree, coal exports will resume to Israel if it complies with the recent order from the International Court of Justice demand for Israeli troops to withdraw from the Gaza strip. Israel imports more than 50% of its coal from Colombia, according to the American Journal of Transportation, using it for its power plants. According to Colombia’s report, coal exports to Israel were worth $320 million in the first eight months of 2023.",https://www.facebook.com/100064457719397/posts/861872035971379
The Hill,2024-04-09 12:15:21 EDT,9,"Defense Secretary Lloyd Austin denied that Israel is committing genocide after protesters interrupted the committee and called for the U.S. to stop funding the war, which they referred to as genocide. ""We don't have any evidence of genocide,"" Austin said after a question from Sen. Tom Cotton to respond to the protesters.",https://www.facebook.com/100059352919301/posts/802634591724964
Reuters,2024-05-24 12:29:33 EDT,37,"Judges at the top UN court ordered Israel to immediately halt its military assault on the southern Gaza city of Rafah, in a landmark emergency ruling in South Africa's case accusing Israel of genocide https://reut.rs/44Yg5MJ:=:https://www.reuters.com/world/world-court-rule-request-halt-israels-rafah-offensive-2024-05-24/",https://www.facebook.com/100059422245844/posts/960279145962818
LaRouche Organization,2024-04-02 08:17:18 EDT,112,"What's Behind Permanent Wars and Famine Many of you know that the present chaotic state of the world is not natural, nor an accident. From Ukraine to Gaza, from Haiti to Sudan, to many other locations, the mass deaths occurring are the result of a conscious plan for depopulation, stretching back centuries -- and that is what accounts for the policy of genocide underway today, a deliberate effort by the financial and corporate oligarchy to reduce human population. For an historic review of this, click on this link for an editorial by my colleague, Dennis Small: https://laroucheorganization.com/article/2024/04/01/genocide-its-not-mistake-its-policy",https://www.facebook.com/100069319654997/posts/734954022158580
CGTN America,2024-03-14 06:00:18 EDT,43,"The UN agency for Palestinians (UNRWA) said one of its facilities was hit by the Israeli military in the war-torn Gaza strip on Wednesday. A statement published by the aid agency said that “At least one UNRWA staff member was killed and another 22 were injured when Israeli forces hit a food distribution center in the eastern part of Rafah."" According to UNRWA, Israel has hit more than 150 of its facilities since October 7. Israel on the other hand accuses UNRWA of helping Hamas, and Prime Minister Netanyahu's government has repeatedly made it clear that it wants the UN agency for Palestinians dismantled. The U.N. has launched an independent investigation into the Israeli allegations. As Israel’s military onslaught in Gaza surpasses the five month mark, the humanitarian consequences upon Gaza’s 2.3 million residents have been immense. The United Nations said in February that more than a quarter of Gaza's 2.3 million people were ""estimated to be facing catastrophic levels of deprivation and starvation."" Israel that has been accused by human rights groups of committing “war crimes” and is also on trial in the International Criminal Court for “genocide”, said it was looking into the incident in Rafah. Since October 7, more than 31,000 Palestinian civilians have been killed by Israel's military, more 12,300 of which are children according to Gaza’s health ministry. Hamas also accused of committing war crimes killed 1,139 Israelis on October 7, and still holds dozens of hostages in the besieged Gaza Strip.",https://www.facebook.com/100064457719397/posts/804899115002005
CNN Politics,2024-04-26 10:01:09 EDT,4,"The demands from the progressive flank of the president’s own party come as protests over the humanitarian crisis in Gaza grow in number and intensity, most notably on college campuses, where protesters have decried the stance of “Genocide Joe.”",https://www.facebook.com/100059294813638/posts/807013841285102
AJ+,2024-04-17 04:33:50 EDT,72,"Welcome to “Kibbutz Blinken,” where these anti-genocide activists are camped out 24/7 outside the U.S. Secretary of State’s home to protest his role in Israel’s war on Gaza. (with Dena Takruri )",https://www.facebook.com/100064529598989/posts/823336129827366
AJ+,2024-06-02 04:00:55 EDT,92,This 92-year-old Nakba survivor says the genocide in Gaza today is “history repeating itself.” Dawud Assad survived one of the Nakba’s deadliest massacres in Deir Yassin in April 1948.,https://www.facebook.com/100064529598989/posts/852364313591214
AJ+,2024-06-08 07:08:37 EDT,71,Laila El Haddad says the conviction of former president Donald Trump is distracting attention from the legal case against President Biden for complicity in genocide in Gaza.,https://www.facebook.com/100064529598989/posts/856693339824978
The Daily Caller,2023-12-30 11:20:01 EST,15,'Genocidal In Character': African Country Accuses Israel Of Genocide In Lawsuit Before U.N. Court,https://www.facebook.com/100059237543900/posts/746897347294843
USA TODAY,2024-01-26 16:38:44 EST,62,"The United Nation's top court called for Israel to take steps to prevent genocide, but did not order a cease-fire.",https://www.facebook.com/100053584873398/posts/913430920453062
Democracy Now!,2023-10-16 15:18:00 EDT,42,Protests Across the U.S. Call for Israel to End Its Siege and Genocide in Gaza,https://www.facebook.com/100057759681078/posts/754331069835542
AJ+,2024-03-27 02:05:09 EDT,59,"Activists painted the Palestinian flag on this 374-step staircase in Liège, Belgium, in solidarity with Gaza amid Israel’s genocide. Artists and activists around the world have taken to public spaces to paint murals, flags and graffiti in support of Palestinian rights.",https://www.facebook.com/100064529598989/posts/809873294506983
